id;student_service;cafeteria;source_file;date;prod_type;production_location;actual_output;product_name;menu_text;group_level_2;code_main_protein;group_level_1
263665;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2017-09-26;ausgabe 1.1 zm;Hauptlager Zentralmensa;245,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch, knollen;rotes_fleisch;omnivor
263673;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2017-09-26;ausgabe 1 rewi;Hauptlager Zentralmensa;94,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch, knollen;rotes_fleisch;omnivor
263704;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2017-09-27;ausgabe 3 mensaria;Hauptlager Zentralmensa;74,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch, knollen;rotes_fleisch;omnivor
263796;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2017-10-06;ausgabe 2 bambus;Hauptlager Zentralmensa;110,00;"gefluegelfleisch ""suess-sauer"" mit gemuese";"gefluegelfleisch ""suess-sauer"" mit gemuese (2 3 gl so g)";gefluegel, gemuese;gefluegel;omnivor
263803;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2017-10-06;ausgabe 2 mensaria;Hauptlager Zentralmensa;128,00;"gefluegelfleisch ""suess-sauer"" mit gemuese";"gefluegelfleisch ""suess-sauer"" mit gemuese (2 3 gl so g)";gefluegel, gemuese;gefluegel;omnivor
264054;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2017-10-26;ausgabe 2 bambus;Hauptlager Zentralmensa;326,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
264060;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2017-10-26;ausgabe 2 mensaria;Hauptlager Zentralmensa;250,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
264195;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2017-11-07;ausgabe 2 holzstr.;Hauptlager Zentralmensa;54,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch, knollen;rotes_fleisch;omnivor
264199;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2017-11-07;ausgabe 1.1 zm;Hauptlager Zentralmensa;502,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch, knollen;rotes_fleisch;omnivor
264209;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2017-11-07;ausgabe 1 rewi;Hauptlager Zentralmensa;223,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch, knollen;rotes_fleisch;omnivor
264273;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2017-11-09;ausgabe 2 bambus;Hauptlager Zentralmensa;359,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
264281;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2017-11-09;ausgabe 2 mensaria;Hauptlager Zentralmensa;231,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
264446;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2017-11-17;ausgabe 2 bambus;Hauptlager Zentralmensa;220,00;"gefluegelfleisch ""suess-sauer"" mit gemuese";"gefluegelfleisch ""suess-sauer"" mit gemuese (2 3 gl so g)";gefluegel, gemuese;gefluegel;omnivor
264455;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2017-11-17;ausgabe 2 mensaria;Hauptlager Zentralmensa;132,00;"gefluegelfleisch ""suess-sauer"" mit gemuese";"gefluegelfleisch ""suess-sauer"" mit gemuese (2 3 gl so g)";gefluegel, gemuese;gefluegel;omnivor
264523;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2017-11-22;ausgabe 1.1 zm;Hauptlager Zentralmensa;725,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch, knollen;rotes_fleisch;omnivor
264532;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2017-11-22;ausgabe 1 rewi;Hauptlager Zentralmensa;290,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch, knollen;rotes_fleisch;omnivor
264862;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2017-12-07;ausgabe 2 bambus;Hauptlager Zentralmensa;183,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
264871;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2017-12-07;ausgabe 2 mensaria;Hauptlager Zentralmensa;209,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
265134;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2017-12-21;ausgabe 2 bambus;Hauptlager Zentralmensa;161,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
265141;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2017-12-21;ausgabe 2 mensaria;Hauptlager Zentralmensa;197,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
265593;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-01-25;ausgabe 2 bambus;Hauptlager Zentralmensa;295,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
265602;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-01-25;ausgabe 2 mensaria;Hauptlager Zentralmensa;225,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
265832;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-02-08;ausgabe 2 bambus;Hauptlager Zentralmensa;306,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
265841;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-02-08;ausgabe 2 mensaria;Hauptlager Zentralmensa;200,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
265935;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-02-16;ausgabe 2 bambus;Hauptlager Zentralmensa;267,00;"gefluegelfleisch ""suess-sauer"" mit gemuese";"gefluegelfleisch ""suess-sauer"" mit gemuese (2 3 gl so g)";gefluegel, gemuese;gefluegel;omnivor
265942;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-02-16;ausgabe 2 mensaria;Hauptlager Zentralmensa;122,00;"gefluegelfleisch ""suess-sauer"" mit gemuese";"gefluegelfleisch ""suess-sauer"" mit gemuese (2 3 gl so g)";gefluegel, gemuese;gefluegel;omnivor
266245;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-03-08;ausgabe 2 bambus;Hauptlager Zentralmensa;225,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
266251;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-03-08;ausgabe 2 mensaria;Hauptlager Zentralmensa;161,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
266483;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-03-22;ausgabe 2 bambus;Hauptlager Zentralmensa;129,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
266491;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-03-22;ausgabe 2 mensaria;Hauptlager Zentralmensa;128,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
266696;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-04-05;ausgabe 1 mensablitz;Hauptlager Zentralmensa;22,00;kassler fuer salatteller;kasslerbraten (2 3 s) mit bratensauce und kartoffeln;rotes_fleisch, knollen, gemuese;rotes_fleisch;omnivor
266971;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-04-19;ausgabe 2 bambus;Hauptlager Zentralmensa;383,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
266979;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-04-19;ausgabe 2 mensaria;Hauptlager Zentralmensa;295,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
267231;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-05-03;ausgabe 2 bambus;Hauptlager Zentralmensa;373,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
267239;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-05-03;ausgabe 2 mensaria;Hauptlager Zentralmensa;349,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
267373;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-05-11;ausgabe 2 bambus;Hauptlager Zentralmensa;244,00;"gefluegelfleisch ""suess-sauer"" mit gemuese";"gefluegelfleisch ""suess-sauer"" mit gemuese (2 3 gl so g)";gefluegel, gemuese;gefluegel;omnivor
267381;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-05-11;ausgabe 2 mensaria;Hauptlager Zentralmensa;177,00;"gefluegelfleisch ""suess-sauer"" mit gemuese";"gefluegelfleisch ""suess-sauer"" mit gemuese (2 3 gl so g)";gefluegel, gemuese;gefluegel;omnivor
267978;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-06-14;ausgabe 2 bambus;Hauptlager Zentralmensa;373,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
267985;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-06-14;ausgabe 2 mensaria;Hauptlager Zentralmensa;296,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
268121;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-06-22;ausgabe 2 bambus;Hauptlager Zentralmensa;274,00;"gefluegelfleisch ""suess-sauer"" mit gemuese";"gefluegelfleisch ""suess-sauer"" mit gemuese (2 3 gl so g)";gefluegel, gemuese;gefluegel;omnivor
268129;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-06-22;ausgabe 2 mensaria;Hauptlager Zentralmensa;179,00;"gefluegelfleisch ""suess-sauer"" mit gemuese";"gefluegelfleisch ""suess-sauer"" mit gemuese (2 3 gl so g)";gefluegel, gemuese;gefluegel;omnivor
268498;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-07-12;ausgabe 2 bambus;Hauptlager Zentralmensa;261,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
268506;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-07-12;ausgabe 2 mensaria;Hauptlager Zentralmensa;209,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
268722;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-07-26;ausgabe 2 bambus;Hauptlager Zentralmensa;170,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
268730;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-07-26;ausgabe 2 mensaria;Hauptlager Zentralmensa;146,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
268844;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-08-03;ausgabe 2 mensaria;Hauptlager Zentralmensa;152,00;"gefluegelfleisch ""suess-sauer"" mit gemuese";"gefluegelfleisch ""suess-sauer"" mit gemuese (2 3 gl so g)";gefluegel, gemuese;gefluegel;omnivor
269096;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-08-23;ausgabe 2 bambus;Hauptlager Zentralmensa;184,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
269104;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-08-23;ausgabe 2 mensaria;Hauptlager Zentralmensa;168,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
269289;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-09-06;ausgabe 2 bambus;Hauptlager Zentralmensa;132,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
269298;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-09-06;ausgabe 2 mensaria;Hauptlager Zentralmensa;179,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
269421;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-09-14;ausgabe 2 bambus;Hauptlager Zentralmensa;132,00;"gefluegelfleisch ""suess-sauer"" mit gemuese";"gefluegelfleisch ""suess-sauer"" mit gemuese (2 3 gl so g)";gefluegel, gemuese;gefluegel;omnivor
269429;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-09-14;ausgabe 2 mensaria;Hauptlager Zentralmensa;124,00;"gefluegelfleisch ""suess-sauer"" mit gemuese";"gefluegelfleisch ""suess-sauer"" mit gemuese (2 3 gl so g)";gefluegel, gemuese;gefluegel;omnivor
269726;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-10-04;ausgabe 2 bambus;Hauptlager Zentralmensa;174,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
269734;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-10-04;ausgabe 2 mensaria;Hauptlager Zentralmensa;164,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
270265;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-11-02;ausgabe 2 bambus;Hauptlager Zentralmensa;215,00;"gefluegelfleisch ""suess-sauer"" mit gemuese";"gefluegelfleisch ""suess-sauer"" mit gemuese (2 3 gl so g)";gefluegel, gemuese;gefluegel;omnivor
270267;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-11-02;ausgabe 2 mensablitz;Hauptlager Zentralmensa;28,00;"gefluegelfleisch ""suess-sauer"" mit gemuese";"gefluegelfleisch ""suess-sauer"" mit gemuese (2 3 gl so g)";gefluegel, gemuese;gefluegel;omnivor
270273;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-11-02;ausgabe 2 mensaria;Hauptlager Zentralmensa;133,00;"gefluegelfleisch ""suess-sauer"" mit gemuese";"gefluegelfleisch ""suess-sauer"" mit gemuese (2 3 gl so g)";gefluegel, gemuese;gefluegel;omnivor
270777;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-11-29;ausgabe 2 bambus;Hauptlager Zentralmensa;279,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
270785;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-11-29;ausgabe 2 mensaria;Hauptlager Zentralmensa;211,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
271091;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-12-14;ausgabe 2 bambus;Hauptlager Zentralmensa;131,00;"gefluegelfleisch ""suess-sauer"" mit gemuese";"gefluegelfleisch ""suess-sauer"" mit gemuese (2 3 gl so g)";gefluegel, gemuese;gefluegel;omnivor
271093;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-12-14;ausgabe 2 mensablitz;Hauptlager Zentralmensa;36,00;"gefluegelfleisch ""suess-sauer"" mit gemuese";"gefluegelfleisch ""suess-sauer"" mit gemuese (2 3 gl so g)";gefluegel, gemuese;gefluegel;omnivor
271099;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2018-12-14;ausgabe 2 mensaria;Hauptlager Zentralmensa;0,00;"gefluegelfleisch ""suess-sauer"" mit gemuese";"gefluegelfleisch ""suess-sauer"" mit gemuese (2 3 gl so g)";gefluegel, gemuese;gefluegel;omnivor
271339;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2019-01-10;ausgabe 2 bambus;Hauptlager Zentralmensa;437,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
271347;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2019-01-10;ausgabe 2 mensaria;Hauptlager Zentralmensa;241,00;veggie curry;veggie curry - tofu paprika erdnuesse und ananas in cremiger currysauce (3 en so) dazu reis;huelsenfruechte, getreide, gemuese, nuesse;huelsenfruechte;vegan
271632;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2019-01-25;ausgabe 2 bambus;Hauptlager Zentralmensa;287,00;"gefluegelfleisch ""suess-sauer"" mit gemuese";"gefluegelfleisch ""suess-sauer"" mit gemuese (2 3 gl so g)";gefluegel, gemuese;gefluegel;omnivor
271638;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2019-01-25;ausgabe 2 mensaria;Hauptlager Zentralmensa;161,00;"gefluegelfleisch ""suess-sauer"" mit gemuese";"gefluegelfleisch ""suess-sauer"" mit gemuese (2 3 gl so g)";gefluegel, gemuese;gefluegel;omnivor
272279;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2019-03-08;ausgabe 2 bambus;Hauptlager Zentralmensa;155,00;"gefluegelfleisch ""suess-sauer"" mit gemuese";"gefluegelfleisch ""suess-sauer"" mit gemuese (2 3 gl so g)";gefluegel, gemuese;gefluegel;omnivor
272287;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2019-03-08;ausgabe 2 mensaria;Hauptlager Zentralmensa;84,00;"gefluegelfleisch ""suess-sauer"" mit gemuese";"gefluegelfleisch ""suess-sauer"" mit gemuese (2 3 gl so g)";gefluegel, gemuese;gefluegel;omnivor
273352;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2019-05-09;ausgabe 2 holzstr.;Hauptlager Zentralmensa;31,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch, knollen;rotes_fleisch;omnivor
273355;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2019-05-09;ausgabe 1.1 zm;Hauptlager Zentralmensa;295,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch, knollen;rotes_fleisch;omnivor
273363;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2019-05-09;ausgabe 1 rewi;Hauptlager Zentralmensa;166,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch, knollen;rotes_fleisch;omnivor
273672;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2019-05-24;ausgabe 1.1 zm;Hauptlager Zentralmensa;238,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch, knollen;rotes_fleisch;omnivor
273939;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2019-06-07;ausgabe 2 bambus;Hauptlager Zentralmensa;151,00;"gefluegelfleisch ""suess-sauer"" mit gemuese";"gefluegelfleisch ""suess-sauer"" mit gemuese (2 3 gl so g)";gefluegel, gemuese;gefluegel;omnivor
273946;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2019-06-07;ausgabe 2 mensaria;Hauptlager Zentralmensa;124,00;"gefluegelfleisch ""suess-sauer"" mit gemuese";"gefluegelfleisch ""suess-sauer"" mit gemuese (2 3 gl so g)";gefluegel, gemuese;gefluegel;omnivor
274261;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2019-06-27;ausgabe 2 holzstr.;Hauptlager Zentralmensa;28,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch, knollen;rotes_fleisch;omnivor
274264;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2019-06-27;ausgabe 1.1 zm;Hauptlager Zentralmensa;187,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch, knollen;rotes_fleisch;omnivor
274273;Mainz;Mainz (mehrere Standorte);Mainz/Mainz Speisen_Auswertung 2014 - 2024_SvSt_01.xls;2019-06-27;ausgabe 1 rewi;Hauptlager Zentralmensa;137,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch, knollen;rotes_fleisch;omnivor
