id;student_service;cafeteria;source_file;date;prod_type;production_location;actual_output;product_name;menu_text;group_level_2;anteil;code_main_protein;proteincode
4629;Chemnitz-Zwickau;Chemnitz Küche RH55;Chemnitz-Zwickau/LINSE_Chemnitz-Küche-RH55.xlsx;2019-10-07;essen iv/tagesangebot(ct);Lager Küche Reichenhainer;71,00;seelachs im kartoffelmantel;"seelachsfilet ""crunchy potato"" (im knusprigen kartoffelmantel) (81)mit sauerrahm-kraeuter-dip (19)dazu bratreisund friseesalat";fisch;dominant;fisch;high
4629;Chemnitz-Zwickau;Chemnitz Küche RH55;Chemnitz-Zwickau/LINSE_Chemnitz-Küche-RH55.xlsx;2019-10-07;essen iv/tagesangebot(ct);Lager Küche Reichenhainer;71,00;seelachs im kartoffelmantel;"seelachsfilet ""crunchy potato"" (im knusprigen kartoffelmantel) (81)mit sauerrahm-kraeuter-dip (19)dazu bratreisund friseesalat";knollen;mittel;fisch;unbekannt
4629;Chemnitz-Zwickau;Chemnitz Küche RH55;Chemnitz-Zwickau/LINSE_Chemnitz-Küche-RH55.xlsx;2019-10-07;essen iv/tagesangebot(ct);Lager Küche Reichenhainer;71,00;seelachs im kartoffelmantel;"seelachsfilet ""crunchy potato"" (im knusprigen kartoffelmantel) (81)mit sauerrahm-kraeuter-dip (19)dazu bratreisund friseesalat";milchprodukte;mittel;fisch;very_high
4629;Chemnitz-Zwickau;Chemnitz Küche RH55;Chemnitz-Zwickau/LINSE_Chemnitz-Küche-RH55.xlsx;2019-10-07;essen iv/tagesangebot(ct);Lager Küche Reichenhainer;71,00;seelachs im kartoffelmantel;"seelachsfilet ""crunchy potato"" (im knusprigen kartoffelmantel) (81)mit sauerrahm-kraeuter-dip (19)dazu bratreisund friseesalat";getreide;gering;fisch;low
11159;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2015-06-19;essen ii/iii/iv(topsell);Lager Küche Ring;194,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;rotes_fleisch;dominant;rotes_fleisch;high
11159;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2015-06-19;essen ii/iii/iv(topsell);Lager Küche Ring;194,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;gemuese;dominant;rotes_fleisch;very_low
11159;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2015-06-19;essen ii/iii/iv(topsell);Lager Küche Ring;194,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;knollen;mittel;rotes_fleisch;unbekannt
11254;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2015-08-21;essen ii/iii/iv(topsell);Lager Küche Ring;101,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;rotes_fleisch;dominant;rotes_fleisch;high
11254;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2015-08-21;essen ii/iii/iv(topsell);Lager Küche Ring;101,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;gemuese;dominant;rotes_fleisch;very_low
11254;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2015-08-21;essen ii/iii/iv(topsell);Lager Küche Ring;101,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;knollen;mittel;rotes_fleisch;unbekannt
11363;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2015-10-23;essen ii/iii/iv(topsell);Lager Küche Ring;269,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;rotes_fleisch;dominant;rotes_fleisch;high
11363;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2015-10-23;essen ii/iii/iv(topsell);Lager Küche Ring;269,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;gemuese;dominant;rotes_fleisch;very_low
11363;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2015-10-23;essen ii/iii/iv(topsell);Lager Küche Ring;269,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;knollen;mittel;rotes_fleisch;unbekannt
11465;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2015-12-11;essen ii/iii/iv(topsell);Lager Küche Ring;295,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;rotes_fleisch;dominant;rotes_fleisch;high
11465;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2015-12-11;essen ii/iii/iv(topsell);Lager Küche Ring;295,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;gemuese;dominant;rotes_fleisch;very_low
11465;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2015-12-11;essen ii/iii/iv(topsell);Lager Küche Ring;295,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;knollen;mittel;rotes_fleisch;unbekannt
11570;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2016-02-12;essen ii/iii/iv(topsell);Lager Küche Ring;122,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;rotes_fleisch;dominant;rotes_fleisch;high
11570;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2016-02-12;essen ii/iii/iv(topsell);Lager Küche Ring;122,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;gemuese;dominant;rotes_fleisch;very_low
11570;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2016-02-12;essen ii/iii/iv(topsell);Lager Küche Ring;122,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;knollen;mittel;rotes_fleisch;unbekannt
11751;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2016-05-20;essen ii/iii/iv(topsell);Lager Küche Ring;227,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;rotes_fleisch;dominant;rotes_fleisch;high
11751;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2016-05-20;essen ii/iii/iv(topsell);Lager Küche Ring;227,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;gemuese;dominant;rotes_fleisch;very_low
11751;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2016-05-20;essen ii/iii/iv(topsell);Lager Küche Ring;227,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;knollen;mittel;rotes_fleisch;unbekannt
11857;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2016-07-08;essen ii/iii/iv(topsell);Lager Küche Ring;144,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;rotes_fleisch;dominant;rotes_fleisch;high
11857;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2016-07-08;essen ii/iii/iv(topsell);Lager Küche Ring;144,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;gemuese;dominant;rotes_fleisch;very_low
11857;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2016-07-08;essen ii/iii/iv(topsell);Lager Küche Ring;144,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;knollen;mittel;rotes_fleisch;unbekannt
11954;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2016-08-26;essen ii/iii/iv(topsell);Lager Küche Ring;98,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;rotes_fleisch;dominant;rotes_fleisch;high
11954;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2016-08-26;essen ii/iii/iv(topsell);Lager Küche Ring;98,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;gemuese;dominant;rotes_fleisch;very_low
11954;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2016-08-26;essen ii/iii/iv(topsell);Lager Küche Ring;98,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;knollen;mittel;rotes_fleisch;unbekannt
12046;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2016-10-14;essen ii/iii/iv(topsell);Lager Küche Ring;224,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;rotes_fleisch;dominant;rotes_fleisch;high
12046;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2016-10-14;essen ii/iii/iv(topsell);Lager Küche Ring;224,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;gemuese;dominant;rotes_fleisch;very_low
12046;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2016-10-14;essen ii/iii/iv(topsell);Lager Küche Ring;224,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;knollen;mittel;rotes_fleisch;unbekannt
12145;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2016-12-02;essen ii/iii/iv(topsell);Lager Küche Ring;239,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;rotes_fleisch;dominant;rotes_fleisch;high
12145;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2016-12-02;essen ii/iii/iv(topsell);Lager Küche Ring;239,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;gemuese;dominant;rotes_fleisch;very_low
12145;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2016-12-02;essen ii/iii/iv(topsell);Lager Küche Ring;239,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;knollen;mittel;rotes_fleisch;unbekannt
12237;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2017-01-27;essen ii/iii/iv(topsell);Lager Küche Ring;284,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;rotes_fleisch;dominant;rotes_fleisch;high
12237;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2017-01-27;essen ii/iii/iv(topsell);Lager Küche Ring;284,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;gemuese;dominant;rotes_fleisch;very_low
12237;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2017-01-27;essen ii/iii/iv(topsell);Lager Küche Ring;284,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;knollen;mittel;rotes_fleisch;unbekannt
12334;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2017-03-17;essen ii/iii/iv(topsell);Lager Küche Ring;230,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;rotes_fleisch;dominant;rotes_fleisch;high
12334;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2017-03-17;essen ii/iii/iv(topsell);Lager Küche Ring;230,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;gemuese;dominant;rotes_fleisch;very_low
12334;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2017-03-17;essen ii/iii/iv(topsell);Lager Küche Ring;230,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;knollen;mittel;rotes_fleisch;unbekannt
12431;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2017-05-05;essen ii/iii/iv(topsell);Lager Küche Ring;225,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;rotes_fleisch;dominant;rotes_fleisch;high
12431;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2017-05-05;essen ii/iii/iv(topsell);Lager Küche Ring;225,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;gemuese;dominant;rotes_fleisch;very_low
12431;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2017-05-05;essen ii/iii/iv(topsell);Lager Küche Ring;225,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;knollen;mittel;rotes_fleisch;unbekannt
12515;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2017-06-16;essen ii/iii/iv(topsell);Lager Küche Ring;113,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;rotes_fleisch;dominant;rotes_fleisch;high
12515;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2017-06-16;essen ii/iii/iv(topsell);Lager Küche Ring;113,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;gemuese;dominant;rotes_fleisch;very_low
12515;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2017-06-16;essen ii/iii/iv(topsell);Lager Küche Ring;113,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;knollen;mittel;rotes_fleisch;unbekannt
12733;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2017-10-26;essen ii/iii/iv(topsell);Lager Küche Ring;254,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;rotes_fleisch;dominant;rotes_fleisch;high
12733;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2017-10-26;essen ii/iii/iv(topsell);Lager Küche Ring;254,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;gemuese;dominant;rotes_fleisch;very_low
12733;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2017-10-26;essen ii/iii/iv(topsell);Lager Küche Ring;254,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;knollen;mittel;rotes_fleisch;unbekannt
12816;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2017-12-07;essen ii/iii/iv(topsell);Lager Küche Ring;186,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;rotes_fleisch;dominant;rotes_fleisch;high
12816;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2017-12-07;essen ii/iii/iv(topsell);Lager Küche Ring;186,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;gemuese;dominant;rotes_fleisch;very_low
12816;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2017-12-07;essen ii/iii/iv(topsell);Lager Küche Ring;186,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;knollen;mittel;rotes_fleisch;unbekannt
12888;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2018-01-18;essen ii/iii/iv(topsell);Lager Küche Ring;196,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;rotes_fleisch;dominant;rotes_fleisch;high
12888;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2018-01-18;essen ii/iii/iv(topsell);Lager Küche Ring;196,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;gemuese;dominant;rotes_fleisch;very_low
12888;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2018-01-18;essen ii/iii/iv(topsell);Lager Küche Ring;196,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;knollen;mittel;rotes_fleisch;unbekannt
12959;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2018-02-22;essen ii/iii/iv(topsell);Lager Küche Ring;92,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;rotes_fleisch;dominant;rotes_fleisch;high
12959;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2018-02-22;essen ii/iii/iv(topsell);Lager Küche Ring;92,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;gemuese;dominant;rotes_fleisch;very_low
12959;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2018-02-22;essen ii/iii/iv(topsell);Lager Küche Ring;92,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;knollen;mittel;rotes_fleisch;unbekannt
13036;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2018-04-06;essen ii/iii/iv(topsell);Lager Küche Ring;75,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;rotes_fleisch;dominant;rotes_fleisch;high
13036;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2018-04-06;essen ii/iii/iv(topsell);Lager Küche Ring;75,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;gemuese;dominant;rotes_fleisch;very_low
13036;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2018-04-06;essen ii/iii/iv(topsell);Lager Küche Ring;75,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;knollen;mittel;rotes_fleisch;unbekannt
13321;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2018-09-13;essen ii/iii/iv(topsell);Lager Küche Ring;128,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;rotes_fleisch;dominant;rotes_fleisch;high
13321;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2018-09-13;essen ii/iii/iv(topsell);Lager Küche Ring;128,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;gemuese;dominant;rotes_fleisch;very_low
13321;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2018-09-13;essen ii/iii/iv(topsell);Lager Küche Ring;128,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;knollen;mittel;rotes_fleisch;unbekannt
13404;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2018-10-25;essen ii/iii/iv(topsell);Lager Küche Ring;242,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;rotes_fleisch;dominant;rotes_fleisch;high
13404;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2018-10-25;essen ii/iii/iv(topsell);Lager Küche Ring;242,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;gemuese;dominant;rotes_fleisch;very_low
13404;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2018-10-25;essen ii/iii/iv(topsell);Lager Küche Ring;242,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;knollen;mittel;rotes_fleisch;unbekannt
13570;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2019-01-24;essen ii/iii/iv(topsell);Lager Küche Ring;155,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;rotes_fleisch;dominant;rotes_fleisch;high
13570;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2019-01-24;essen ii/iii/iv(topsell);Lager Küche Ring;155,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;gemuese;dominant;rotes_fleisch;very_low
13570;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2019-01-24;essen ii/iii/iv(topsell);Lager Küche Ring;155,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;knollen;mittel;rotes_fleisch;unbekannt
13655;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2019-03-07;essen ii/iii/iv(topsell);Lager Küche Ring;239,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;rotes_fleisch;dominant;rotes_fleisch;high
13655;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2019-03-07;essen ii/iii/iv(topsell);Lager Küche Ring;239,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;gemuese;dominant;rotes_fleisch;very_low
13655;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2019-03-07;essen ii/iii/iv(topsell);Lager Küche Ring;239,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;knollen;mittel;rotes_fleisch;unbekannt
13747;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2019-04-18;essen ii/iii/iv(topsell);Lager Küche Ring;172,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;rotes_fleisch;dominant;rotes_fleisch;high
13747;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2019-04-18;essen ii/iii/iv(topsell);Lager Küche Ring;172,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;gemuese;dominant;rotes_fleisch;very_low
13747;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2019-04-18;essen ii/iii/iv(topsell);Lager Küche Ring;172,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;knollen;mittel;rotes_fleisch;unbekannt
13882;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2019-06-27;essen ii/iii/iv(topsell);Lager Küche Ring;138,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;rotes_fleisch;dominant;rotes_fleisch;high
13882;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2019-06-27;essen ii/iii/iv(topsell);Lager Küche Ring;138,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;gemuese;dominant;rotes_fleisch;very_low
13882;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2019-06-27;essen ii/iii/iv(topsell);Lager Küche Ring;138,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;knollen;mittel;rotes_fleisch;unbekannt
14056;Chemnitz-Zwickau;Zwickau Küche Ring;Chemnitz-Zwickau/LINSE_Zwickau-Küche-Ring.xlsx;2019-10-18;essen ii/iii/iv(topsell);Lager Küche Ring;237,00;szegediner gulasch;szegediner gulasch (13 19 51)dazu boehmische knoedel (13 15 19)karottensalat;rotes_fleisch;dominant;rotes_fleisch;high
