id;student_service;cafeteria;source_file;date;prod_type;production_location;actual_output;product_name;menu_text;group_level_2;anteil;code_main_protein;proteincode
424267;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2021-11-18;classic zusatzessen 1;Mensa OL Uhlhornsweg;61,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
424300;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2021-11-19;stärkebeilage auswahl 2;Mensa OL Uhlhornsweg;94,00;kurkuma-langkornreis;kurkuma-langkornreis mit erbsen;getreide;dominant;huelsenfruechte;low
424300;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2021-11-19;stärkebeilage auswahl 2;Mensa OL Uhlhornsweg;94,00;kurkuma-langkornreis;kurkuma-langkornreis mit erbsen;huelsenfruechte;mittel;huelsenfruechte;medium
424302;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2021-11-22;stärkebeilage zusatz 1;Mensa OL Uhlhornsweg;0,00;kurkuma-langkornreis;kurkuma-langkornreis mit erbsen;getreide;dominant;huelsenfruechte;low
424302;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2021-11-22;stärkebeilage zusatz 1;Mensa OL Uhlhornsweg;0,00;kurkuma-langkornreis;kurkuma-langkornreis mit erbsen;huelsenfruechte;mittel;huelsenfruechte;medium
424714;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2022-01-04;@classic hauptgericht 2;Mensa OL Uhlhornsweg;77,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
424714;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2022-01-04;@classic hauptgericht 2;Mensa OL Uhlhornsweg;77,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
424719;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2022-01-05;classic zusatzessen 1;Mensa OL Uhlhornsweg;12,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
424719;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2022-01-05;classic zusatzessen 1;Mensa OL Uhlhornsweg;12,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
425062;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2022-02-01;@classic hauptgericht 2;Mensa OL Uhlhornsweg;116,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
425062;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2022-02-01;@classic hauptgericht 2;Mensa OL Uhlhornsweg;116,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
425068;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2022-02-02;classic zusatzessen 2;Mensa OL Uhlhornsweg;64,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
425068;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2022-02-02;classic zusatzessen 2;Mensa OL Uhlhornsweg;64,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
427731;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2022-08-26;stärkebeilage auswahl 1;Mensa OL Uhlhornsweg;160,00;kurkuma-langkornreis;kurkuma-langkornreis mit erbsen;getreide;dominant;huelsenfruechte;low
427731;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2022-08-26;stärkebeilage auswahl 1;Mensa OL Uhlhornsweg;160,00;kurkuma-langkornreis;kurkuma-langkornreis mit erbsen;huelsenfruechte;mittel;huelsenfruechte;medium
428261;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2022-10-06;@classic hauptgericht 2;Mensa OL Uhlhornsweg;145,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
428261;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2022-10-06;@classic hauptgericht 2;Mensa OL Uhlhornsweg;145,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
428276;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2022-10-07;classic zusatzessen 1;Mensa OL Uhlhornsweg;76,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
428276;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2022-10-07;classic zusatzessen 1;Mensa OL Uhlhornsweg;76,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
429161;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2022-11-22;culi hauptgericht 1;Mensa OL Uhlhornsweg;51,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
429161;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2022-11-22;culi hauptgericht 1;Mensa OL Uhlhornsweg;51,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
429203;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2022-11-23;classic zusatzessen 3;Mensa OL Uhlhornsweg;78,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
429203;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2022-11-23;classic zusatzessen 3;Mensa OL Uhlhornsweg;78,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
429223;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2022-11-24;classic zusatzessen 1;Mensa OL Uhlhornsweg;60,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
429223;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2022-11-24;classic zusatzessen 1;Mensa OL Uhlhornsweg;60,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
429439;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2022-12-05;culi hauptgericht 1;Mensa OL Uhlhornsweg;115,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
429439;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2022-12-05;culi hauptgericht 1;Mensa OL Uhlhornsweg;115,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
429500;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2022-12-07;culi zusatzessen 3;Mensa OL Uhlhornsweg;57,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
429500;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2022-12-07;culi zusatzessen 3;Mensa OL Uhlhornsweg;57,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
430376;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-01-27;culi zusatzessen 1;Mensa OL Uhlhornsweg;58,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
430376;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-01-27;culi zusatzessen 1;Mensa OL Uhlhornsweg;58,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
430437;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-01-31;culi zusatzessen 3;Mensa OL Uhlhornsweg;48,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
430437;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-01-31;culi zusatzessen 3;Mensa OL Uhlhornsweg;48,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
430497;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-02-02;culi zusatzessen 1;Mensa OL Uhlhornsweg;8,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
430497;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-02-02;culi zusatzessen 1;Mensa OL Uhlhornsweg;8,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
430599;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-02-07;culi hauptgericht 1;Mensa OL Uhlhornsweg;63,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
430599;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-02-07;culi hauptgericht 1;Mensa OL Uhlhornsweg;63,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
430622;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-02-08;culi zusatzessen 3;Mensa OL Uhlhornsweg;18,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
430622;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-02-08;culi zusatzessen 3;Mensa OL Uhlhornsweg;18,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
430699;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-02-10;culi zusatzessen 3;Mensa OL Uhlhornsweg;14,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
430699;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-02-10;culi zusatzessen 3;Mensa OL Uhlhornsweg;14,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
430874;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-02-20;culi hauptgericht 1;Mensa OL Uhlhornsweg;52,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
430874;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-02-20;culi hauptgericht 1;Mensa OL Uhlhornsweg;52,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
430982;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-02-24;culi zusatzessen 3;Mensa OL Uhlhornsweg;45,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
430982;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-02-24;culi zusatzessen 3;Mensa OL Uhlhornsweg;45,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
431142;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-03-03;classic hauptgericht 1;Mensa OL Uhlhornsweg;109,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
431142;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-03-03;classic hauptgericht 1;Mensa OL Uhlhornsweg;109,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
431253;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-03-08;culi zusatzessen 3;Mensa OL Uhlhornsweg;0,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
431253;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-03-08;culi zusatzessen 3;Mensa OL Uhlhornsweg;0,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
431908;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-04-14;culi zusatzessen 3;Mensa OL Uhlhornsweg;37,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
431908;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-04-14;culi zusatzessen 3;Mensa OL Uhlhornsweg;37,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
431941;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-04-17;culi zusatzessen 3;Mensa OL Uhlhornsweg;27,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
431941;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-04-17;culi zusatzessen 3;Mensa OL Uhlhornsweg;27,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
432021;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-04-20;culi zusatzessen 3;Mensa OL Uhlhornsweg;0,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
432021;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-04-20;culi zusatzessen 3;Mensa OL Uhlhornsweg;0,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
432060;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-04-21;culi hauptgericht 1;Mensa OL Uhlhornsweg;62,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
432060;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-04-21;culi hauptgericht 1;Mensa OL Uhlhornsweg;62,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
432223;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-05-02;culi hauptgericht 1;Mensa OL Uhlhornsweg;50,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
432223;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-05-02;culi hauptgericht 1;Mensa OL Uhlhornsweg;50,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
432270;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-05-03;culi zusatzessen 1;Mensa OL Uhlhornsweg;62,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
432270;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-05-03;culi zusatzessen 1;Mensa OL Uhlhornsweg;62,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
432459;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-05-12;classic hauptgericht 1;Mensa OL Uhlhornsweg;93,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
432459;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-05-12;classic hauptgericht 1;Mensa OL Uhlhornsweg;93,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
432502;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-05-15;classic zusatzessen 1;Mensa OL Uhlhornsweg;193,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
432502;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-05-15;classic zusatzessen 1;Mensa OL Uhlhornsweg;193,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
433249;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-06-20;classic zusatzessen 2;Mensa OL Uhlhornsweg;0,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
433249;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-06-20;classic zusatzessen 2;Mensa OL Uhlhornsweg;0,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
433480;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-06-30;culi hauptgericht 1;Mensa OL Uhlhornsweg;30,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
433480;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-06-30;culi hauptgericht 1;Mensa OL Uhlhornsweg;30,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
433527;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-07-03;culi zusatzessen 1;Mensa OL Uhlhornsweg;15,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
433527;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-07-03;culi zusatzessen 1;Mensa OL Uhlhornsweg;15,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
433540;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-07-04;culi zusatzessen 1;Mensa OL Uhlhornsweg;25,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
433540;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-07-04;culi zusatzessen 1;Mensa OL Uhlhornsweg;25,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
433668;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-07-10;culi hauptgericht 1;Mensa OL Uhlhornsweg;38,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
433668;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-07-10;culi hauptgericht 1;Mensa OL Uhlhornsweg;38,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
433785;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-07-13;culi zusatzessen 3;Mensa OL Uhlhornsweg;15,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
433785;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-07-13;culi zusatzessen 3;Mensa OL Uhlhornsweg;15,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
433958;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-07-21;classic hauptgericht 1;Mensa OL Uhlhornsweg;104,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;rotes_fleisch;dominant;rotes_fleisch;high
433958;Oldenburg;Mensa Uhlhornsweg;Oldenburg/Forschungsprojekt LINSE Daten Mensa Uhlhornsweg-1.xlsx;2023-07-21;classic hauptgericht 1;Mensa OL Uhlhornsweg;104,00;schweinerueckensteak;<b>schweinerueckensteak</b>rosmarinsaucekartoffelpuereeratatouille;knollen;mittel;rotes_fleisch;unbekannt
